outcome,feature,n,pearson_r,pearson_p,spearman_r,spearman_p,abs_pearson_r,dataset
outcome_binary,fear_sum,388,-0.1327,0.0089,-0.1378,0.0066,0.1327,a2a
outcome_binary,nervousness_min,388,-0.1315,0.0095,-0.0868,0.0879,0.1315,a2a
outcome_binary,buyer_surprise_std,388,-0.1292,0.0109,-0.0874,0.0856,0.1292,a2a
outcome_binary,relief_max,388,0.128,0.0116,0.0935,0.0658,0.128,a2a
outcome_binary,seller_joy_std,375,0.126,0.0146,0.1678,0.0011,0.126,a2a
outcome_binary,excitement_min,388,0.1247,0.014,0.519,0.0,0.1247,a2a
outcome_binary,pride_sum,388,0.1245,0.0142,0.1287,0.0112,0.1245,a2a
outcome_binary,seller_curiosity_std,375,-0.1228,0.0174,-0.1137,0.0277,0.1228,a2a
outcome_binary,amusement_max,388,0.1226,0.0156,0.0562,0.2691,0.1226,a2a
outcome_binary,surprise_min,388,-0.1218,0.0164,-0.1114,0.0282,0.1218,a2a
