outcome,feature,n,pearson_r,pearson_p,spearman_r,spearman_p,abs_pearson_r,dataset
outcome_binary,admiration_buyer_minus_seller_mean,200,0.2706,0.0001,0.2863,0.0,0.2706,emaad
outcome_binary,realization_late_mean,200,-0.27,0.0001,-0.2815,0.0001,0.27,emaad
outcome_binary,joy_delta,200,0.2697,0.0001,0.2025,0.004,0.2697,emaad
outcome_binary,approval_min,200,-0.2688,0.0001,-0.3025,0.0,0.2688,emaad
outcome_binary,caring_max,200,-0.2679,0.0001,-0.2381,0.0007,0.2679,emaad
outcome_binary,annoyance_early_mean,200,-0.2646,0.0002,-0.2841,0.0,0.2646,emaad
outcome_binary,caring_early_mean,200,-0.2636,0.0002,-0.208,0.0031,0.2636,emaad
outcome_binary,embarrassment_delta,200,-0.2625,0.0002,-0.2363,0.0008,0.2625,emaad
outcome_binary,gratitude_min,200,-0.2625,0.0002,-0.2403,0.0006,0.2625,emaad
outcome_binary,disappointment_std,200,-0.2588,0.0002,-0.6066,0.0,0.2588,emaad
outcome_binary,embarrassment_first,200,0.2588,0.0002,0.2745,0.0001,0.2588,emaad
outcome_binary,admiration_min,200,-0.2554,0.0003,-0.2833,0.0,0.2554,emaad
outcome_binary,admiration_late_mean,200,0.2479,0.0004,0.2522,0.0003,0.2479,emaad
outcome_binary,disappointment_min,200,-0.2476,0.0004,-0.2029,0.004,0.2476,emaad
outcome_binary,joy_late_minus_early,200,0.2475,0.0004,0.2709,0.0001,0.2475,emaad
outcome_binary,excitement_min,200,-0.2449,0.0005,-0.2279,0.0012,0.2449,emaad
outcome_binary,approval_last,200,-0.2448,0.0005,-0.283,0.0,0.2448,emaad
outcome_binary,fear_delta,200,-0.243,0.0005,-0.1836,0.0093,0.243,emaad
outcome_binary,approval_delta,200,-0.2413,0.0006,-0.2645,0.0002,0.2413,emaad
outcome_binary,amusement_late_minus_early,200,0.2395,0.0006,0.3175,0.0,0.2395,emaad
outcome_binary,disappointment_max,200,-0.2391,0.0006,-0.5676,0.0,0.2391,emaad
outcome_binary,disgust_last,200,-0.2354,0.0008,-0.235,0.0008,0.2354,emaad
outcome_binary,realization_buyer_minus_seller_mean,200,0.2315,0.001,0.4053,0.0,0.2315,emaad
outcome_binary,sadness_early_mean,200,-0.2256,0.0013,-0.1962,0.0054,0.2256,emaad
outcome_binary,remorse_early_mean,200,-0.2247,0.0014,-0.2267,0.0012,0.2247,emaad
outcome_binary,pride_std,200,-0.2219,0.0016,-0.1781,0.0117,0.2219,emaad
outcome_binary,grief_early_mean,200,-0.2214,0.0016,-0.2193,0.0018,0.2214,emaad
outcome_binary,desire_early_mean,200,-0.219,0.0018,-0.1891,0.0073,0.219,emaad
