outcome,feature,n,pearson_r,pearson_p,spearman_r,spearman_p,abs_pearson_r,dataset
outcome_binary,optimism_late_mean,405,0.0143,0.7738,0.0354,0.4772,0.0143,a2a
outcome_binary,optimism_buyer_minus_seller_mean,399,-0.0138,0.7839,0.0162,0.7467,0.0138,a2a
outcome_binary,caring_early_mean,405,0.0134,0.788,0.0163,0.7433,0.0134,a2a
outcome_binary,love_max,405,-0.0113,0.8203,0.0268,0.5901,0.0113,a2a
outcome_binary,surprise_last,405,0.0103,0.8364,-0.0959,0.0539,0.0103,a2a
outcome_binary,desire_late_minus_early,405,0.0097,0.8455,0.0172,0.7302,0.0097,a2a
outcome_binary,relief_mean,405,-0.0077,0.8768,-0.0579,0.2451,0.0077,a2a
outcome_binary,desire_late_mean,405,0.0069,0.8891,0.2022,0.0,0.0069,a2a
outcome_binary,desire_early_mean,405,-0.0059,0.9059,0.0628,0.2071,0.0059,a2a
outcome_binary,love_buyer_minus_seller_mean,399,0.0051,0.9188,0.0874,0.0813,0.0051,a2a
outcome_binary,love_late_minus_early,405,-0.0037,0.9409,0.0803,0.1067,0.0037,a2a
outcome_binary,caring_buyer_minus_seller_mean,399,0.0024,0.9616,-0.0071,0.8879,0.0024,a2a
outcome_binary,love_std,405,-0.0002,0.9963,0.0007,0.9882,0.0002,a2a
